x,37,38,39,40,41,42,43,44,45,46,47,48
1,0.0,0.0,0.02,0.03,0.01,0.03,0.04,0.06,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.09,0.0,0.04,0.01,0.06,0.0,0.04,0.0,0.11
3,0.0,0.0,0.0,0.05,0.01,0.0,0.04,0.05,0.0,0.08,0.0,0.1
4,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.12
5,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.11
6,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.09
7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
8,0.0,0.0,0.01,0.08,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.08
9,0.0,0.0,0.04,0.15,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.11
10,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.12
11,0.0,0.0,0.02,0.1,0.02,0.04,0.0,0.0,0.0,0.03,0.0,0.1
12,0.0,0.0,0.0,0.09,0.0,0.04,0.02,0.02,0.0,0.05,0.0,0.11
13,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
14,0.0,0.0,0.01,0.08,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.08
15,0.0,0.0,0.04,0.15,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.11
16,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.12
17,0.0,0.0,0.02,0.1,0.02,0.04,0.0,0.0,0.0,0.03,0.0,0.1
18,0.0,0.0,0.0,0.09,0.0,0.04,0.02,0.02,0.0,0.05,0.0,0.11
19,0.0,0.0,0.02,0.03,0.01,0.03,0.04,0.06,0.0,0.0,0.0,0.1
20,0.0,0.0,0.0,0.09,0.0,0.04,0.01,0.06,0.0,0.04,0.0,0.11
21,0.0,0.0,0.0,0.05,0.01,0.0,0.04,0.05,0.0,0.08,0.0,0.1
22,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.12
23,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.11
24,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.09
25,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.12
26,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.11
27,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.09
28,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
29,0.0,0.0,0.01,0.08,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.08
30,0.0,0.0,0.04,0.15,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.11
31,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.12
32,0.0,0.0,0.02,0.1,0.02,0.04,0.0,0.0,0.0,0.03,0.0,0.1
33,0.0,0.0,0.0,0.09,0.0,0.04,0.02,0.02,0.0,0.05,0.0,0.11
34,0.0,0.0,0.02,0.03,0.01,0.03,0.04,0.06,0.0,0.0,0.0,0.1
35,0.0,0.0,0.0,0.09,0.0,0.04,0.01,0.06,0.0,0.04,0.0,0.11
36,0.0,0.0,0.0,0.05,0.01,0.0,0.04,0.05,0.0,0.08,0.0,0.1
37,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.12
38,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.11
39,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.09
40,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
41,0.0,0.0,0.01,0.08,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.08
42,0.0,0.0,0.04,0.15,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.11
43,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.12
44,0.0,0.0,0.02,0.1,0.02,0.04,0.0,0.0,0.0,0.03,0.0,0.1
45,0.0,0.0,0.0,0.09,0.0,0.04,0.02,0.02,0.0,0.05,0.0,0.11
46,0.0,0.0,0.02,0.03,0.01,0.03,0.04,0.06,0.0,0.0,0.0,0.1
47,0.0,0.0,0.0,0.09,0.0,0.04,0.01,0.06,0.0,0.04,0.0,0.11
48,0.0,0.0,0.0,0.05,0.01,0.0,0.04,0.05,0.0,0.08,0.0,0.1
