x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
16,0.09,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.01,0.05,0.05,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.04,0.0,0.05,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.1
17,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.09,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.04,0.08
18,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.09,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.1,0.12
19,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.07,0.01,0.0,0.0,0.07,0.12
20,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.04,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.08,0.0,0.05,0.0,0.04,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.09,0.12
21,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
22,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.04,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.01,0.04,0.0,0.05,0.0,0.09,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.12
23,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.02,0.0,0.03,0.0,0.01,0.07,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.12
24,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.08,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.06,0.0,0.02,0.0,0.1,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12
25,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.02,0.0,0.03,0.0,0.01,0.07,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.12
26,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.08,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.06,0.0,0.02,0.0,0.1,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12
27,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.1,0.01,0.0,0.08,0.0,0.03,0.0,0.0,0.01,0.0,0.04,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.08
28,0.05,0.01,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.09,0.0,0.0,0.07,0.0,0.0,0.05,0.0,0.0,0.04,0.05,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.1
29,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.02,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.02,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.09,0.12
30,0.09,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.01,0.05,0.05,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.04,0.0,0.05,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.1
31,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.09,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.04,0.08
32,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.09,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.1,0.12
33,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.07,0.01,0.0,0.0,0.07,0.12
34,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.04,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.08,0.0,0.05,0.0,0.04,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.09,0.12
35,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
36,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.04,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.01,0.04,0.0,0.05,0.0,0.09,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.12
37,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.02,0.0,0.03,0.0,0.01,0.07,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.12
38,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.08,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.06,0.0,0.02,0.0,0.1,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12
39,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.1,0.01,0.0,0.08,0.0,0.03,0.0,0.0,0.01,0.0,0.04,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.08
40,0.05,0.01,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.09,0.0,0.0,0.07,0.0,0.0,0.05,0.0,0.0,0.04,0.05,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.1
41,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.02,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.02,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.09,0.12
42,0.09,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.01,0.05,0.05,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.04,0.0,0.05,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.1
43,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.09,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.04,0.08
44,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.09,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.1,0.12
45,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.07,0.01,0.0,0.0,0.07,0.12
46,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.04,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.08,0.0,0.05,0.0,0.04,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.09,0.12
47,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06
48,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.04,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.01,0.04,0.0,0.05,0.0,0.09,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.12
